18禁	18禁 🔞
小蜜蜂	小蜜蜂 🐝
小费	小费 🈂️ 💁
小轿车	小轿车 🚗 🚘
小马	小马 🐎
小驴	小驴 🫏
小鱼	小鱼 🐟
小鱼儿	小鱼儿 🐟
小鸟	小鸟 🐦
小鸡	小鸡 🐣 🐤 🐥
小鸡头	小鸡头 🐤
小鸡破壳	小鸡破壳 🐣
小鸡鸡	小鸡鸡 🐥
小鸭子	小鸭子 🦆
小黑猫	小黑猫 🐈‍⬛
小龙虾	小龙虾 🦞
少	少 🤌 🤏
少云	少云 🌣 🌤️
少儿不宜	少儿不宜 🔞
少许	少许 🤏
少量	少量 🤏
尖叫	尖叫 😱
就是你	就是你 🫵
尴尬	尴尬 😅 😓 😰
尺	尺 📏 📐
尺子	尺子 📏
尼加拉瓜	尼加拉瓜 🇳🇮
尼加拉瓜共和国	尼加拉瓜共和国 🇳🇮
尼姑	尼姑 👩‍🦲
尼德兰	尼德兰 🇳🇱
尼日利亚	尼日利亚 🇳🇬
尼日利亚联邦	尼日利亚联邦 🇳🇬
尼日利亚联邦共和国	尼日利亚联邦共和国 🇳🇬
尼日尔	尼日尔 🇳🇪
尼日尔共和国	尼日尔共和国 🇳🇪
尼泊尔	尼泊尔 🇳🇵
尾气	尾气 💨
局	局 ㌄
居民区	居民区 🏘️
居酒屋	居酒屋 🏮
居酒屋灯笼	居酒屋灯笼 🏮
居里	居里 ㌒
屋	屋 ⌂ 🏘️ 🏚️ 🏠 🏡 🛖
屋子	屋子 ⌂ 🏘️ 🏚️ 🏠 🏡 🛖
屎	屎 💩
山	山 ☶ ⛰️ 🌋 🏔️ 🗻
山中日出	山中日出 🌄
山体滑坡	山体滑坡 🛘
山区铁路	山区铁路 🚞
山地自行车	山地自行车 🚵
山地车	山地车 🚵
山峰	山峰 ⛰️
山羊	山羊 🐐
山脉	山脉 ⛰️
山顶	山顶 ⛰️
山顶日出	山顶日出 🌄
岛	岛 🏝️
岛国	岛国 🗾
岛屿	岛屿 🏝️
岩石	岩石 🪨
崇拜	崇拜 🙇 🤩
崩溃	崩溃 o(≧口≦)o
工人	工人 👷 🧑‍🏭 🧑‍🔧
工作	工作 💼
工作犬	工作犬 🐕‍🦺
工具	工具 🛠️
工具箱	工具箱 🧰
工厂	工厂 🏭
工厂工人	工厂工人 🧑‍🏭
工资	工资 💰
左	左 ← ⇇ ⇐ ⇠ ⇦ ⬅️ ㊧ 🈬
左上	左上 ↖️
左上箭头	左上箭头 ↖️
左下	左下 ↙️
左下箭头	左下箭头 ↙️
左双角引号	左双角引号 «
左右	左右 ↔︎ ↔️
左右摇头	左右摇头 🙂‍↔️
左右箭头	左右箭头 ↔︎ ↔️
左向拳	左向拳 🤛
左射线	左射线 🗦
左手	左手 🫲 🫳 🫷
左拳	左拳 🤜
左推	左推 🫷
左箭头	左箭头 ← ⬅️
左转	左转 ↪️
左边	左边 👈
左钩拳	左钩拳 🤜
左面	左面 👈
巧克力	巧克力 🍫
巧克力棒	巧克力棒 🍫
巨怪	巨怪 🧌
巨蟹	巨蟹 ♋
巨蟹座	巨蟹座 ♋
巨龙	巨龙 🐉
巫师	巫师 🧙
差劲	差劲 👎
巴勒斯坦	巴勒斯坦 🇵🇸
巴勒斯坦领土	巴勒斯坦领土 🇵🇸
巴哈马	巴哈马 🇧🇸
巴哈马国	巴哈马国 🇧🇸
巴基斯坦	巴基斯坦 🇵🇰
巴基斯坦伊斯兰共和国	巴基斯坦伊斯兰共和国 🇵🇰
巴士	巴士 🚌 🚍 🚎 🚐
巴巴多斯	巴巴多斯 🇧🇧
巴布亚新几内亚	巴布亚新几内亚 🇵🇬
巴布亚新几内亚独立国	巴布亚新几内亚独立国 🇵🇬
巴布达	巴布达 🇦🇬
巴拉圭	巴拉圭 🇵🇾
巴拉圭共和国	巴拉圭共和国 🇵🇾
巴拿马	巴拿马 🇵🇦
巴拿马共和国	巴拿马共和国 🇵🇦
巴林	巴林 🇧🇭
巴林王国	巴林王国 🇧🇭
巴西	巴西 🇧🇷
巴西联邦	巴西联邦 🇧🇷
巴西联邦共和国	巴西联邦共和国 🇧🇷
巽	巽 ☴
布丁	布丁 🍮
布告	布告 🪧
布告牌	布告牌 🪧
布基纳法索	布基纳法索 🇧🇫
布维岛	布维岛 🇧🇻
布隆迪	布隆迪 🇧🇮
布隆迪共和国	布隆迪共和国 🇧🇮
布韦岛	布韦岛 🇧🇻
帅	帅 ♔ ♚
帆船	帆船 ⛵
希腊	希腊 🇬🇷
希腊共和国	希腊共和国 🇬🇷
帐篷	帐篷 ⛺
帕	帕 ㍱
帕劳	帕劳 🇵🇼
帕劳共和国	帕劳共和国 🇵🇼
帕斯卡	帕斯卡 ㍱
带吸管杯	带吸管杯 🥤
带骨肉	带骨肉 🍖
帧	帧 🎞️
常青树	常青树 🌲
帽	帽 ⛑️ 🎓 🎩 👒 👲 🧢 🪖
帽子	帽子 ⛑️ 🎓 🎩 👒 👲 🧢 🪖
干你	干你 👊
干得好	干得好 👍
干杯	干杯 (￣▽￣)～■干杯□～(￣▽￣) []~(￣▽￣)~* 🍻 🥂
干脆面	干脆面 🦝
干脆面君	干脆面君 🦝
平底杯	平底杯 🥃
平底锅	平底锅 🍳
平底鞋	平底鞋 🥿
平成	平成 ㍻
平方	平方 ²
平行四边形	平行四边形 ⏥
平静	平静 😐
幸福	幸福 o(*￣▽￣*)o 🥰
幸运草	幸运草 🍀
幸运饼干	幸运饼干 🥠
幺鸡	幺鸡 🀐
幼	幼 ㉅
幼苗	幼苗 🌱
幽灵	幽灵 👻
庆典	庆典 🎈
庆祝	庆祝 🍾 🎉 🥳
床	床 🛌 🛏️
库克群岛	库克群岛 🇨🇰
库拉索	库拉索 🇨🇼
底裤	底裤 🩲
庙	庙 🛕
庙宇	庙宇 🛕
废墟	废墟 🏚️
废纸篓	废纸篓 🗑️
度	度 °
度假	度假 🏖️
度数	度数 °
座位	座位 💺
座机	座机 ☎️
座钟	座钟 🕰️
庵点	庵点 〽️
康加鼓	康加鼓 🪘
建筑	建筑 🏗️ 🏘️ 🏛️ 👷
建筑工	建筑工 👷
建筑工人	建筑工人 👷
建筑施工	建筑施工 🏗️
开party	开party 🥳
开发人员	开发人员 🧑‍💻
开启	开启 🔛
开始	开始 ▶️
开始录像	开始录像 ⏺️
开始录音	开始录音 ⏺️
开始战斗	开始战斗 ⚔️
开始播放	开始播放 ▶️
开始营业	开始营业 🈺
开心	开心 (/≧▽≦/) (^&^)/ (˘•ω•˘) (๑´ㅂ`๑) (๑ᵒ̴̶̷͈᷄ᗨᵒ̴̶̷͈᷅) (•̀∀•́) (≧∀≦)ゞ (◔◡◔) (ﾟ∀ﾟ)ﾉ♡ \(^o^)/ o(*≧▽≦)ツ o(≧v≦)o~~ ε(*´･∀･｀)зﾞ φ(≧ω≦*)♪ ๑乛◡乛๑ ☻ ヽ(≧Д≦)ノ ヾ(´∀`o)+ ヾ(≧▽≦*)o ヾ(◍°∇°◍)ﾉﾞ 蹦跶ヾ(*´▽‘*)ﾉ （｡ò∀ó｡） ＼(￣︶￣)／ 😀 😁 😂 😃 😄 😅 😆 😉 😊 😋 😎 😸 😹 😺 🤣 🤩 🥰
开心猫	开心猫 😺
开心猫脸	开心猫脸 😺
开心的猫	开心的猫 😺
开战	开战 ⚔️
开拍	开拍 🎬
开曼群岛	开曼群岛 🇰🇾
开淫趴	开淫趴 🥳
开玩笑	开玩笑 😝
开花	开花 🌼
开花了	开花了 🌼
开趴	开趴 🥳
开银趴	开银趴 🥳
开锁	开锁 🔓
开门营业	开门营业 🈺
开香槟	开香槟 🍾
异形怪兽	异形怪兽 👾
异性	异性 ⚤ 👫 💏
异性恋	异性恋 ⚤ 👫 💏
弓	弓 🏹
弓和箭	弓和箭 🏹
弓箭	弓箭 🏹
引号	引号 « » 「」 『』
张开双手	张开双手 👐
弦月	弦月 🌙
弧	弧 ⌒
弯月	弯月 🌙
弯钩	弯钩 🪝
弱	弱 (。・・)ノ 👎
弱小	弱小 🫥
弹出	弹出 ⏏️
弹出按钮	弹出按钮 ⏏️
强	强 👍
强壮	强壮 ┗|*｀0′*|┛ 💪 🦾
强忍泪水	强忍泪水 🥹
当心儿童	当心儿童 🚸
录像	录像 ⏺️
录像带	录像带 📼
录像按钮	录像按钮 ⏺️
录像机	录像机 📹
录制	录制 ⏺️
录制按钮	录制按钮 ⏺️
录影带	录影带 📼
录音	录音 ⏺️
录音室麦克风	录音室麦克风 🎙️
录音按钮	录音按钮 ⏺️
录音麦克风	录音麦克风 🎙️
彗星	彗星 ☄️
彩椒	彩椒 🫑
彩罐	彩罐 🪅
彩色碎纸	彩色碎纸 🎊
彩虹	彩虹 🌈 🏳️‍🌈
彩虹旗	彩虹旗 🏳️‍🌈
影片帧	影片帧 🎞️
往上	往上 👆
往上指	往上指 👆
往下	往下 👇
往下指	往下指 👇
往右	往右 👉
往右指	往右指 👉
往左	往左 👈
往左指	往左指 👈
很冷	很冷 🥶
很好	很好 👍
很差	很差 👎
很棒	很棒 👍
很热	很热 🥵
很酷	很酷 🆒
徒步	徒步 🚶
得	得 🉐
得意	得意 😎 😏
得意猫	得意猫 😼
得意猫脸	得意猫脸 😼
得意的猫	得意的猫 😼
循环	循环 ♲ ♳ ♴ ♵ ♶ ♷ ♸ ♹ ♺ ♻️ ♼ ♽ 🔁 🔃 🔄
循环再生	循环再生 ♻️
循环利用	循环利用 ♻️
循环播放	循环播放 🔁
微	微 µ ㍃
微信	微信 🗪
微微不满	微微不满 🙁
微怒	微怒 😠
微生物	微生物 🦠
微笑	微笑 ☺️ ☻ 😇 😈 😊 😼 🙂 🤓
微笑亲亲	微笑亲亲 😙
微笑天使	微笑天使 😇
微笑恶魔	微笑恶魔 😈
微笑猫	微笑猫 😸
微笑猫脸	微笑猫脸 😸
微笑的猫	微笑的猫 😸
微米	微米 ㍈
微醺	微醺 🥴
德古拉	德古拉 🧛
德国	德国 🇩🇪
德意志	德意志 🇩🇪
德意志联邦	德意志联邦 🇩🇪
德意志联邦共和国	德意志联邦共和国 🇩🇪
徽章	徽章 📛
心	心 ♡ ♥️ ❣️ ❤️ ❤️‍🔥 ❤️‍🩹 ❥ 💓 💔 💕 💖 💗 💘 💙 💚 💛 💜 💝 💞 💟 🖤 🤍 🤎 🧡 🩵 🩶 🩷
心中箭了	心中箭了 💘
心事重重	心事重重 😔
心伤	心伤 ❤️‍🩹
心动	心动 💓 💘
心叹号	心叹号 ❣️
心在燃烧	心在燃烧 ❤️‍🔥
心在着火	心在着火 ❤️‍🔥
心型装饰	心型装饰 💟
心形	心形 ♥️ 💟
心形装饰	心形装饰 💟
心情不好	心情不好 🙁
心火	心火 ❤️‍🔥
心烦	心烦 😠
心碎	心碎 💔
心脏	心脏 🫀
心脏器官	心脏器官 🫀
心跳	心跳 💓 💗
心连心	心连心 💞
忍住泪水	忍住泪水 🥹
忍术	忍术 🥷
忍者	忍者 🥷
忍耐	忍耐 😣
忧伤	忧伤 😔
忧虑	忧虑 😔
快上	快上 ⏫
快下	快下 ⏬
快乐	快乐 ☻ 😀 😁 😂 😃 😄 😅 😆 😉 😊 😋 😎 😸 😹 😺 🤣 🤩
快艇	快艇 🚤
快进	快进 ⏩
快进按钮	快进按钮 ⏩
快进符号	快进符号 ⏩
快退	快退 ⏪
快退按钮	快退按钮 ⏪
快退符号	快退符号 ⏪
快递	快递 📦
快餐	快餐 🌭 🍔 🍟 🍱 🥞 🥡 🥫
快餐盒	快餐盒 🍱
念珠	念珠 📿
怀了	怀了 🤰
怀孕	怀孕 🤰 🫃 🫄
怀孕的人	怀孕的人 🫄
怀孕的男人	怀孕的男人 🫃
怀疑	怀疑 🤔 🤨 🥴 🧐 🫤
怎么办	怎么办 (((φ(◎ロ◎;)φ)))
怒	怒 💢 😠 😡
怒火中烧	怒火中烧 😡
怕	怕 😨 😱
思考	思考 🤔 🤨 🥴 🧐 🫤
思考气泡	思考气泡 💭
急救车	急救车 🚑
性	性 ♀️ ♂️ ⚢ ⚣ ⚤ ⚥ ⚦ ⚧️ ⚨ ⚩ ⚪ ⚫ ⚬ ⚭ ⚮ ⚯
性别	性别 ♀️ ♂️ ⚢ ⚣ ⚤ ⚥ ⚦ ⚧️ ⚨ ⚩ ⚪ ⚫ ⚬ ⚭ ⚮ ⚯
怨念	怨念 o(一︿一+)o
怪兽	怪兽 👾
怪物	怪物 👹 👺 👾 🤖 🦄 🧌
恋人	恋人 🃥
恋爱	恋爱 👨‍❤️‍👨 👩‍❤️‍👨 👩‍❤️‍👩 👫 👬 👭 💑
恐怖	恐怖 ┌(。Д。)┐ 😱
恐惧	恐惧 (⊙ˍ⊙) o((⊙﹏⊙))o. Σ(っ°Д°;)っ Σ(｀д′*ノ)ノ •﹏• 😨 😱
恐惧尖叫	恐惧尖叫 😱
恐惧猫	恐惧猫 🙀
恐惧猫脸	恐惧猫脸 🙀
恐惧的猫	恐惧的猫 🙀
恐龙	恐龙 🦕 🦖
恤衫	恤衫 👕
恭喜	恭喜 🎉
恳求	恳求 (っ´Ι`)っ 🥺
恳求的脸	恳求的脸 🥺
恶心	恶心 (>ρ<”) 🤢 🤮
恶魔	恶魔 🃮 👿 😈
恶魔之眼	恶魔之眼 🧿
恶魔微笑	恶魔微笑 😈
恶魔生气	恶魔生气 👿
恶魔的眼	恶魔的眼 🧿
恶魔眼	恶魔眼 🧿
悔恨	悔恨 😣
悠悠球	悠悠球 🪀
悬浮	悬浮 🕴️
悲剧	悲剧 (＞﹏＜)
情书	情书 💌
情人宾馆	情人宾馆 🏩
情人旅店	情人旅店 🏩
情人旅馆	情人旅馆 🏩
情人酒店	情人酒店 🏩
情侣	情侣 👨‍❤️‍👨 👩‍❤️‍👨 👩‍❤️‍👩 👩‍❤️‍💋‍👨 👩‍🤝‍👨 👩‍🤝‍👩 👫 👬 👭 💑 🧑‍❤️‍🧑
情侣宾馆	情侣宾馆 🏩
情侣旅店	情侣旅店 🏩
情侣旅馆	情侣旅馆 🏩
情侣酒店	情侣酒店 🏩
情调	情调 🫦
惊	惊 😨 😱
惊叹	惊叹 ‼️ ‽ ⁉️ ❕ ❗ 😮 😲
惊叹号	惊叹号 ❕ ❗
惊喜	惊喜 ╰(*°▽°*)╯
惊声尖叫	惊声尖叫 😱
惊讶	惊讶 ‼️ ‽ ⁉️ ❕ ❗ 😦 😧 😮 😯 😲
惊问	惊问 ⁉️
想	想 💭
想一想	想一想 🤔
想吐	想吐 🤢
想想	想想 🤔
意大利	意大利 🇮🇹
意大利共和国	意大利共和国 🇮🇹
意大利面	意大利面 🍝
意粉	意粉 🍝
意面	意面 🍝
愚者	愚者 🃵
愚蠢	愚蠢 (´◑д◐｀) 🤪
感冒	感冒 😷 🤒 🤧
感叹号	感叹号 ❕ ❗
感叹号问号	感叹号问号 ⁉️
感叹疑问	感叹疑问 ⁉️
感叹疑问号	感叹疑问号 ⁉️
感恩节	感恩节 🦃
感谢	感谢 🙏
愣住	愣住 (°ー°〃) 😳
愤怒	愤怒 💢 😠 😡
愤怒对话框	愤怒对话框 🗯️
愤怒对话气泡	愤怒对话气泡 🗯️
愤怒气泡	愤怒气泡 🗯️
慢吞吞	慢吞吞 🦥
憨憨	憨憨 😄
懒	懒 _(:3」∠)_ _(:ᗤ」ㄥ)_ _(°ω°」∠)_ _(´ཀ`」∠)_ ⊂︎(__⊂︎⌒︎`つ ヾ(⌒(_´-ㅅ-`)_
懒猪	懒猪 🐷
懒腰	懒腰 ٩(๑´0`๑)۶
戏弄	戏弄 😛 😜 😝
成人	成人 🔞 🧑 🧑‍🦰 🧑‍🦱 🧑‍🦲 🧑‍🦳
成功	成功 ✌️
成年女人	成年女人 👩
成年女性	成年女性 👩
成年男人	成年男人 👨
成年男性	成年男性 👨
我不听	我不听 🙉
我不敢看	我不敢看 🫣
我不看	我不看 🙈
我再想想	我再想想 🤔
我想想	我想想 🤔
我是证人	我是证人 👁️‍🗨️
我晕	我晕 😵 😵‍💫
我服了	我服了 🤦
我服了你了	我服了你了 🤦
我爱你	我爱你 🤟
我知道	我知道 🙋
戒指	戒指 💍
战斗	战斗 ⚔️
战车	战车 🃦
戟	戟 🔱
戴兔耳朵的人	戴兔耳朵的人 🧑‍🐰‍🧑
戴口罩	戴口罩 😷
戴头巾	戴头巾 👳
房子	房子 ⌂ 🏘️ 🏚️ 🏠 🏡 🛖
房屋	房屋 🏠
房屋建筑	房屋建筑 🏘️
房屋群	房屋群 🏘️
房门	房门 🚪
所罗门群岛	所罗门群岛 🇸🇧
扁面包	扁面包 🫓
扇	扇 🪭
扇子	扇子 🪭
手	手 ☝️ ✊ ✋ ✌️ ✍️ 🈐 👆 👇 👈 👉 👊 👋 👌 👍 👎 👏 👐 🖐️ 🖕 🖖 🤌 🤘 🤙 🤚 🤛 🤜 🤞 🤟 🤲 🫰 🫱 🫲 🫳 🫴 🫵 🫶 🫷 🫸
手串	手串 📿
手写	手写 ✍️
手动刮胡刀	手动刮胡刀 🪒
手动轮椅	手动轮椅 🦽 🧑‍🦽 🧑‍🦽‍➡️
手势	手势 ☝️ 👆 👇 👈 👉 🖕
手套	手套 🧤
手心	手心 🖐️
手拉手	手拉手 🧑‍🤝‍🧑
手拉手的一男一女	手拉手的一男一女 👩‍🤝‍👨
手拉手的两个女人	手拉手的两个女人 👩‍🤝‍👩
手拉手的两个男人	手拉手的两个男人 👨‍🤝‍👨
手拿包	手拿包 👝
手指	手指 🤌
手指交叉	手指交叉 🤞
手指张开	手指张开 🖐️
手指捏和	手指捏和 🤌
手掌	手掌 ✋ 🖐️
手掌捂脸	手掌捂脸 🤦
手掌朝上	手掌朝上 🫴
手掌朝下	手掌朝下 🫳
手推车	手推车 🛒
手提包	手提包 👜
手提电脑	手提电脑 💻
手撕日历	手撕日历 📆
手机	手机 📱 📲
手机信号	手机信号 📶
手机关机	手机关机 📴
手机来电	手机来电 📲
手杖	手杖 🦯
手枪	手枪 🔫
手柄	手柄 🎮
手球	手球 🤾
手电	手电 🔦
手电筒	手电筒 🔦
手纸	手纸 🧻
手背	手背 🤚
手臂	手臂 💪 🦾
手表	手表 ⌚
手袋	手袋 👝
手锯	手锯 🪚
手风琴	手风琴 🪗
扑	扑 (/≧▽≦)/
扑克	扑克 ♠️ ♡ ♢ ♣️ ♤ ♥️ ♦️ ♧ 🂠 🂡 🂢 🂣 🂤 🂥 🂦 🂧 🂨 🂩 🂪 🂫 🂬 🂭 🂮 🂱 🂲 🂳 🂴 🂵 🂶 🂷 🂸 🂹 🂺 🂻 🂼 🂽 🂾 🂿 🃁 🃂 🃃 🃄 🃅 🃆 🃇 🃈 🃉 🃊 🃋 🃌 🃍 🃎 🃏 🃑 🃒 🃓 🃔 🃕 🃖 🃗 🃘 🃙 🃚 🃛 🃜 🃝 🃞 🃟 🃠 🃡 🃢 🃣 🃤 🃥 🃦 🃧 🃨 🃩 🃪 🃫 🃬 🃭 🃮 🃯 🃰 🃱 🃲 🃳 🃴 🃵
扑克牌	扑克牌 🎴
扑克牌背	扑克牌背 🂠
打	打 (￣ε(#￣)☆╰╮o(￣皿￣///) <－biubiu－⊂(`ω´∩) ━((*′д｀)爻(′д｀*))━!!!! ㌤ 🈱 🉅
打伞	打伞 ☂️ ☔
打你	打你 👊
打击	打击 👊
打包	打包 📦
打印	打印 ⎙ 🖨️
打印机	打印机 ⎙ 🖨️
打呵欠	打呵欠 🥱
打咩	打咩 🙅
打哈欠	打哈欠 ٩(๑´0`๑)۶ 🥱
打响指	打响指 🫰
打喷嚏	打喷嚏 🤧
打嗝	打嗝 ε-(´∀｀;)
打坐	打坐 🧘
打对钩	打对钩 ☑️ 🗹
打开的锁	打开的锁 🔓
打手球	打手球 🤾
打折	打折 🈹
打斗云团	打斗云团 🫯
打板	打板 🎬
打架	打架 ((◞•̀д•́)◞⚔◟(•̀д•́◟))
打滚	打滚 🤣
打滚儿	打滚儿 🤣
打电话	打电话 🤙
打电话给我	打电话给我 🤙
打瞌睡	打瞌睡 😪
打算盘	打算盘 🧮
打篮球	打篮球 ⛹️
打结	打结 🪢
打给我	打给我 🤙
打针	打针 💉
打钩	打钩 ☑️ 🗹
打雷	打雷 🌩️
打高尔夫	打高尔夫 🏌️
打鼓	打鼓 🥁
扔垃圾	扔垃圾 🚮
托克劳	托克劳 🇹🇰
托起	托起 🤲
扣针	扣针 🧷
执照	执照 🪪
扩音器	扩音器 📢 📣
扫帚	扫帚 🧹
扫把	扫把 🧹
扬声器	扬声器 🔈 🔉 🔊
扬手欢呼	扬手欢呼 🙌
扳手	扳手 🔧
扶桑	扶桑 🌼
扶额	扶额 🤦
批萨	批萨 🍕
批萨饼	批萨饼 🍕
找	找 🔍 🔎
技工	技工 🧑‍🔧
技术员	技术员 🧑‍💻
抓	抓 W(￣_￣)W
抓狂	抓狂 😫
投	投 🈧
投票	投票 🗳️
投票箱	投票箱 🗳️
投降	投降 ┗(T﹏T)┛ 🏳️ 🙌
抖	抖 😨 😱
折扇	折扇 🪭
抛媚眼	抛媚眼 😉
抛接	抛接 🤹
抛接杂耍	抛接杂耍 🤹
护照检查	护照检查 🛂
护照检查处	护照检查处 🛂
护目镜	护目镜 🥽
护肤霜	护肤霜 🧴
护身符	护身符 🧿
报纸	报纸 📰 🗞️
报纸卷	报纸卷 🗞️
报警	报警 🚔
报警灯	报警灯 🚨
披萨	披萨 🍕
抬起	抬起 🫴
抱在一起	抱在一起 🫂
抱抱	抱抱 🤗 🫂
抽烟	抽烟 🚬
担	担 ㌯
担心	担心 😟 😥 😰
担忧	担忧 😟
拇指	拇指 👍 👎
拇指向上	拇指向上 👍 👎
拇指向下	拇指向下 👎
拇指朝上	拇指朝上 👍
拇指朝下	拇指朝下 👎
拉丁字母	拉丁字母 🔤
拉丁文	拉丁文 🔠 🔡
拉上拉链	拉上拉链 🤐
拉便便	拉便便 💩
拉大便	拉大便 💩
拉屎	拉屎 💩
拉手	拉手 👨‍🤝‍👨 👩‍🤝‍👨 👩‍🤝‍👩 👫 👬 👭
拉拉	拉拉 👩‍❤️‍👩
拉炮彩带	拉炮彩带 🎉
拉粑粑	拉粑粑 💩
拉脱维亚	拉脱维亚 🇱🇻
拉脱维亚共和国	拉脱维亚共和国 🇱🇻
拉面	拉面 🍜
拍手	拍手 (｡･∀･)ﾉﾞヾ(･ω･。) 👏
拍掌	拍掌 👏
拍照	拍照 ⛶ 📸 🤳
拍片	拍片 🩻
拍电影	拍电影 🎬
拐杖	拐杖 🩼
拒绝	拒绝 🙅
拖	拖 ヽ(゜▽゜)－C<(/;◇;)/~
拖拉机	拖拉机 🚜
拖车	拖车 ⛟ 🚛
拖鞋	拖鞋 🩴
招呼	招呼 (｡･∀･)ﾉﾞヾ(･ω･。)
拜	拜 🙏
拜托	拜托 🙏
拜拜	拜拜 👋
拜金	拜金 🤑
拥抱	拥抱 🤗 🫂
拥抱的人	拥抱的人 🫂
括号	括号 「」 『』
拳	拳 ✊ 👊 🤛 🤜
拳击	拳击 🥊
拳击手套	拳击手套 🥊
拳头	拳头 ✊ 👊 🤛 🤜
拼刺刀	拼刺刀 ((◞•̀д•́)◞⚔◟(•̀д•́◟))
拼图	拼图 🧩
拼图块	拼图块 🧩
拼块	拼块 🧩
拼块儿	拼块儿 🧩
拿捏	拿捏 🤌 🤏
挂钩	挂钩 🪝
指	指 🈯 🫵
指上	指上 👆
指下	指下 👇
指人	指人 🫵
指你	指你 🫵
指北针	指北针 🧭
指南针	指南针 🧭
指右	指右 👉
指左	指左 👈
指我	指我 🫵
指甲油	指甲油 💅
指着	指着 🫵
指着你	指着你 🫵
指纹	指纹 🫆
按摩	按摩 💆
按钉	按钉 📌 📍 📎
按钮	按钮 #️⃣ *️⃣ 0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ ℹ️ ↔️ ↕️ ↖️ ↗️ ↘️ ↙️ ↩️ ↪️ ⏏️ ⏩ ⏪ ⏫ ⏬ ⏭️ ⏮️ ⏯️ ⏸️ ⏹️ ⏺️ ▶️ ◀️ ☑️ ♿ ✅ ✳️ ❇️ ❎ ➡️ ⟲ ⤴️ ⤵️ ⬅️ ⬆️ ⬇️ 🅿️ 🆎 🆑 🆒 🆓 🆔 🆕 🆖 🆗 🆘 🆙 🆚 🈁 🈂️ 🈯 🈳 🎦 🏧 📶 🔀 🔁 🔂 🔃 🔄 🔘 🔟 🔠 🔡 🔢 🔣 🔤 🔼 🔽 🗹 🚮 🚹 🚺 🚻 🚼 🚾 🛂 🛃 🛄 🛅 🛈
挎包	挎包 👜
挑眉	挑眉 🤨
挥手	挥手 👋 🖖
挪威	挪威 🇳🇴
挪威王国	挪威王国 🇳🇴
振动模式	振动模式 📳
振奋	振奋 (o>ε(o>ｕ(≧∩≦)
捂上嘴巴	捂上嘴巴 🙊 🤭
捂上耳朵	捂上耳朵 🙉
捂住嘴巴	捂住嘴巴 🙊 🤭
捂住耳朵	捂住耳朵 🙉
捂嘴	捂嘴 🙊 🤭 🫢
捂嘴巴	捂嘴巴 🙊 🤭
捂嘴笑	捂嘴笑 🤭
捂着嘴巴	捂着嘴巴 🙊 🤭
捂着嘴笑	捂着嘴笑 🤭
捂着耳朵	捂着耳朵 🙉
捂耳	捂耳 🙉
捂耳朵	捂耳朵 🙉
捂脸	捂脸 🤦
捏	捏 🤌
捏合	捏合 🤌
捏手指	捏手指 🤌
捕	捕 🈨
捕鼠器	捕鼠器 🪤
换汇	换汇 💱
捣蛋	捣蛋 😜
捧着	捧着 🤲
捧花	捧花 🎕 💐
捷克	捷克 🇨🇿
捷克共和国	捷克共和国 🇨🇿
掀桌	掀桌 (╯‵□′)╯︵┻━┻ (ノ=Д=)ノ┻━┻ o(*≧▽≦)ツ┏━┓ ┻━┻︵╰(‵□′)╯︵┻━┻ （╯°口°）╯︵┴─┴
掌印	掌印 🐾
掌心朝上	掌心朝上 🫴
掌心朝下	掌心朝下 🫳
排球	排球 🏐
排骨	排骨 🍖
探究	探究 🧐
探长	探长 🕵️
接吻	接吻 👨‍❤️‍💋‍👨 👩‍❤️‍💋‍👨 👩‍❤️‍💋‍👩 💏 😘 🧑‍❤️‍💋‍🧑
接地	接地 ⏚
接收天线	接收天线 📡
控制旋钮	控制旋钮 🎛️
推	推 🫷 🫸
推出	推出 ⏏️
推出按钮	推出按钮 ⏏️
推开	推开 (-__-)=@))>o<)
推手	推手 🫷 🫸
揉眼睛	揉眼睛 ( -ωก̀)
揍你	揍你 👊
提取行李	提取行李 🛄
提子	提子 🍇
提款机	提款机 🏧
提琴	提琴 🎻
提示丝带	提示丝带 🎗️
插头	插头 🔌
插销	插销 🔌
握手	握手 🤝
握拳	握拳 ✊
搋子	搋子 🪠
搏动的心	搏动的心 💗
搞定	搞定 🤝
搭梯子	搭梯子 🪜
摁钉	摁钉 📌 📍 📎
摄像机	摄像机 🎥 📹
摄录机	摄录机 🎥
摄影机	摄影机 🎥
摆手	摆手 👋
摇头	摇头 🙂‍↔️ 🙂‍↕️ 🫨
摇头晃脑	摇头晃脑 🫨
摇杆	摇杆 🕹️
摇滚	摇滚 🤘
摇滚手势	摇滚手势 🤘
摇滚歌手	摇滚歌手 🧑‍🎤
摊手	摊手 ┑(￣Д￣)┍ ㄟ(▔,▔)ㄏ 🤷
摔跤	摔跤 👨‍🫯‍👨 👩‍🫯‍👩 🤼 🧑‍🫯‍🧑
摔跤选手	摔跤选手 🤼 🧑‍🫯‍🧑
摩埃	摩埃 🗿
摩天轮	摩天轮 🎡
摩尔多瓦	摩尔多瓦 🇲🇩
摩尔多瓦共和国	摩尔多瓦共和国 🇲🇩
摩托	摩托 🏍️
摩托艇	摩托艇 🛥️
摩托车	摩托车 🏍️
